"name","tweet","retweets","location","created","followers","is_user_verified"
"Shorbani_b","FOOD for COVID PATIENTS in #Jaipur #NaviMumbai 👇🏻\n\nVERIFIED ✅\n\n#COVID19India #CovidResources #COVIDEmergency #CovidIndiaInfo https://t.co/q17ZrOcKYz","7","","22-Apr-2021","573","False"
"rajatgulati83","@MandeepBajwa @Reza_Ali20 @Tiny_Dhillon @SinghNavdeep @amritabhinder @harbhajan_singh @ActorMadhavan @rsrobin1 @RandeepHooda @ImtiazMadmood @AdityaRajKaul @kayjay34350 My question was mainly to ensure if anyone looks at this tweet, they know where to ask for help as I doubt if ""all the Gurudwaras are providing free food for #Covid patients at their door steps"" as mentioned in the tweet.However if thats indeed the case, then kudos to these folks","2","","22-Apr-2021","54","False"
"Deeptesh_poet","For home delivery of food for Covid patients in Kolkata, call 9831450773 in South Kolkata. For areas across Salt Lake, Baguihata, Lake Town, Bangur, Chinar Park and Rajarhat, call 7980847805. Also refer to the list below. #CovidKolkata https://t.co/UT4fvVfZVP","1","Kolkata","22-Apr-2021","299","False"
"rgirotra973","Any leads for #tiffin service delivering food for #covid patients in #Rohini, Delhi?\n\n#COVID19India #CovidHelp","0","New Delhi, India","22-Apr-2021","46","False"
"vinitgoenka","#Delhiites reach out to @BJP4Delhi Helpline for :\n1) #Covid related Medical advice\n2) Home delivery of Food for #Covid patients in \nisolation.\n\n#BJPDelhiCares\n#DelhiFightsCorona\n@adeshguptabjp @siddharthanbjp https://t.co/ZUPkZHm2fp","35","नई दिल्ली, भारत","22-Apr-2021","30277","True"
"Reza_Ali20","Delhi being the worst hit city right now, Gurudwaras here are providing free food for #Covid patients at their door steps.\nJust wow❤️\n\nHang in there peeps, everything will be okay\n\n@Tiny_Dhillon @SinghNavdeep @amritabhinder @harbhajan_singh @ActorMadhavan https://t.co/3a1kIudy43","369","Delhi","22-Apr-2021","827","False"
"Darshita_MUFC","@PirzadWadia I am not saying oh stop zomato or whatever. My husband worka for zomato and I have worked very closely with them. Its just that promoting eating outside food for covid + patients is just not right","0","In your head","22-Apr-2021","2056","False"
"Meenaxi_r","@SonuSood can u try and collaborate for paying and arranging for food  for covid patients and their families esp in rural areas? I am sure many outside india like me would love to help virtually where possible.","0","London","22-Apr-2021","111","False"
"vgautam76","@alok_bhatt ji is there anyone providing home made hygenic food for Covid patients. Need near   kali mata mandir, Raipur road, Dehradun","0","Land of Vedic scientists","22-Apr-2021","61","False"
"Rajini_rao63","Reaching out to #Bangaloreans who may need Homecooked food for #Covid patients at home and under Quarantine. Do check your locations. #CovidHelp https://t.co/4P6TUrAAHo","6","Bengaluru South, India","22-Apr-2021","1367","False"
"_guptashubham","Have done the below till now.\n\n    1. [Ventilators] https://t.co/MUcCOgTLnq\n    2. [Mumbai, delivering food for Covid patients] https://t.co/nfS4rWeC7A \n    3. [Ventilators at a hospital at Landour] https://t.co/niyE1jI8PZ\n    4. [Ration Distribution] https://t.co/CAlMAKq3Yq https://t.co/BDATUc4vDw","4","New Delhi, India","22-Apr-2021","41","False"
"hbakshi2","What sticker I should use to deliver food for COVID patients @MumbaiPolice","0","Mumbai, India","22-Apr-2021","8","False"
"km235560","Where is the national media @ZeeNewsEnglish @republic @ABPNews look Khalistani are distributing food for covid patients. \n\nWe are making every effort to feed our nation. Shame on the media for defaming farmers protest and Sikh community \n\n#FarmersProtest https://t.co/5In6Y1ugHe","1","","22-Apr-2021","1318","False"
"thecommonman__","Someone has put this google doc with contact info of Covid food delivery for those who are in home quarantine. It has details for all states... you can filter on TN... it has Chennai and Coimbatore details\nhttps://t.co/FgY4wpdauK","50","யாதும் ஊரே...யாவரும் கேளிர்","26-Apr-2021","69969","False"
"gabrielpiemonte","I want to talk about food delivery. Everyone has a different experience, so I'm not trying to tell anyone what to do, but when I couldn't get down my stairs because COVID, food delivery went from a luxury to a necessity. I ran into a range of service. Some places were great. Some","3","Chicago, IL","25-Apr-2021","2725","False"
"rajeevbisht","Covid Food Delivery in Haridwar???\n\nPls share the detail asap \n\n🙏🏾🙏🏾 https://t.co/3fuC6FKRzw","0","India","24-Apr-2021","806","False"
"newsflashhub","Zomato Starts Emergency Feature For COVID Food Delivery, Twitter Approves \nhttps://t.co/f0TgeN7Vxf... https://t.co/YugUAEHibT","0","India","24-Apr-2021","30","False"
"SahilBh85275434","Any covid food delivery in #rishikesh ? \nTheir whole family is #COVID +ve.. \n@INCUttarakhand @UTDBofficial @MygovU @SevadalUKP @SonuSood @COVIDNewsByMIB @covid19indiaorg #HELP #CovidResources https://t.co/QzIlniRLjA","0","","23-Apr-2021","1","False"
"amanlimje","Zomato Starts Emergency Feature For COVID Food Delivery, Twitter Approves\n\n#food #COVID19India","0","Pune, India","23-Apr-2021","130","False"
"CrosslinkerAi","Zomato Starts Emergency Feature For COVID Food Delivery, Twitter Approves - NDTV Food https://t.co/1vyzM6Zq18 CROSSLINKER","0","Sunnyvale, CA","22-Apr-2021","156","False"
"Pehal_News","Zomato Starts Emergency Feature For COVID Food Delivery, Twitter Approves https://t.co/jEMmpokBER","0","","22-Apr-2021","467","False"
"ltravel395","Zomato Starts Emergency Feature For COVID Food Delivery, Twitter Approves https://t.co/dFjMlAv5NS","0","Midnapur ","22-Apr-2021","60","False"
"MuxHereNow","#Uttarakhand #jammu #Kashmir #shimla #goa #Hyderabad #Nashik #pune #mumbai #Guwahati #Nagaland #kohima\nNDTV Food: #Zomato Starts Emergency Feature For COVID Food Delivery, Twitter Approves.\nhttps://t.co/nZcusmxtQo\n\nvia @GoogleNews","14","HereNow","22-Apr-2021","980","False"
"IndNews7","Zomato Starts Emergency Feature For COVID Food Delivery, Twitter Approves https://t.co/8ObM8n6HEZ","0","India","22-Apr-2021","13","False"
"NDTVFood","Zomato Starts Emergency Feature For COVID Food Delivery, Twitter Approves\nhttps://t.co/jtLJpDV3Uu\n#zomato #delivery","2","","22-Apr-2021","593862","True"
"nupoorvibhandik","If anybody wants home cooked food (COVID nutrition) then Daily Dash can deliver through their app. They're delivering across the Nashik city. #Nashik #StayHome\n\nDownload the app for more info :)\nhttps://t.co/nwVgZHQiFO","2","Nashik, India","26-Apr-2021","4","False"
"nupoorvibhandik","If anybody wants home cooked food (COVID nutrition) then Daily Dash can deliver through their app. They're delivering across the Nashik city. #Nashik #StayHomeStaySafe\n\nCheck it out for more info :)\nhttps://t.co/Flb3kNuS4l","7","Nashik, India","23-Apr-2021","4","False"
